-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 01/31/2021 
Location: Latitude  39.905   Longitude 116.3914 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 221.57 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,PS,WS10M,WS50M,QV2M,RH2M,PRECTOTCORR
2015,11,28,-4.11,-7.08,-5.6,-5.84,100.04,1.96,2.65,2.2,81.94,0.07
2015,11,29,-2.39,-6.03,-4.21,-4.07,99.84,2.86,4.42,2.38,78.62,0.02
2015,11,30,-2.74,-6.04,-4.38,-4.32,99.67,2.18,3.22,2.44,79.5,0.0
2015,12,1,-1.68,-3.1,-2.39,-2.43,99.11,1.72,2.75,3.05,91.44,0.03
2015,12,2,-2.82,-10.92,-6.87,-3.77,99.17,6.06,10.02,1.59,53.69,0.0
2015,12,3,-4.17,-12.97,-8.56,-4.7,99.5,8.73,12.59,1.28,48.69,0.0
2015,12,4,-2.74,-10.1,-6.42,-3.55,99.77,5.63,8.77,1.71,57.12,0.0
2015,12,5,-1.31,-8.27,-4.79,-2.49,100.15,3.45,5.29,2.01,60.06,0.0
2015,12,6,-0.6,-5.53,-3.06,-2.36,100.18,1.38,1.88,2.5,69.44,0.01
2015,12,7,-1.13,-3.38,-2.26,-2.22,100.47,1.52,2.29,2.93,85.69,0.0
2015,12,8,-1.6,-2.95,-2.27,-2.17,100.23,1.55,2.19,3.05,91.38,0.0
2015,12,9,-0.17,-1.45,-0.81,-0.63,99.75,1.49,2.38,3.42,91.88,0.0
2015,12,10,0.12,-5.9,-2.89,-1.18,99.88,3.79,6.04,2.44,67.06,0.0
2015,12,11,-1.41,-8.74,-5.07,-2.38,100.16,2.31,3.5,1.89,57.94,0.0
2015,12,12,0.08,-6.28,-3.1,-1.64,99.84,0.88,1.24,2.32,61.88,0.0
2015,12,13,-1.34,-6.06,-3.7,-1.91,99.97,2.16,3.21,2.38,72.62,0.49
2015,12,14,-0.38,-6.18,-3.28,-0.99,99.51,3.2,5.34,2.44,67.56,0.67
2015,12,15,-3.0,-12.31,-7.65,-3.57,99.77,6.72,10.17,1.4,48.44,0.0
2015,12,16,-4.91,-15.06,-9.99,-5.24,100.31,7.88,11.08,1.04,43.0,0.0
2015,12,17,-4.38,-11.72,-8.06,-4.84,100.34,4.01,6.2,1.46,57.0,0.0
2015,12,18,-2.02,-9.86,-5.94,-3.25,100.61,3.76,5.23,1.71,55.06,0.0
2015,12,19,-2.04,-7.59,-4.81,-3.38,100.7,1.95,2.87,2.08,66.38,0.0
2015,12,20,-1.75,-5.99,-3.87,-2.99,99.83,1.33,1.92,2.38,74.06,0.0
2015,12,21,-1.35,-6.49,-3.92,-3.06,99.93,2.48,3.77,2.32,71.06,0.0
2015,12,22,-3.05,-6.52,-4.78,-4.35,100.03,1.73,2.43,2.32,78.38,0.0
2015,12,23,-1.62,-7.77,-4.69,-2.9,99.85,3.6,5.47,2.08,66.69,0.0
2015,12,24,-1.31,-9.02,-5.17,-2.52,99.9,3.09,4.77,1.83,56.75,0.0
2015,12,25,-1.31,-8.49,-4.9,-3.23,99.04,2.53,3.81,2.01,59.0,0.0
2015,12,26,-3.42,-10.0,-6.7,-3.98,99.74,3.36,5.2,1.71,61.44,0.0
2015,12,27,-7.6,-14.4,-10.99,-8.88,100.93,1.76,2.41,1.16,58.25,0.0
2015,12,28,-4.92,-10.29,-7.6,-5.74,100.6,2.9,4.52,1.71,68.38,0.0
2015,12,29,-2.63,-7.49,-5.06,-3.94,100.02,2.33,3.47,2.14,72.75,0.0
2015,12,30,-2.39,-9.56,-5.98,-3.12,100.25,4.55,7.62,1.77,59.44,0.0
2015,12,31,-3.76,-9.47,-6.61,-4.66,100.36,2.67,4.36,1.77,66.94,0.0
2016,1,1,-1.53,-6.52,-4.03,-3.22,99.55,2.22,3.35,2.32,71.69,0.0
2016,1,2,-0.02,-6.43,-3.22,-2.02,99.25,2.11,3.39,2.32,64.75,0.0
2016,1,3,-1.1,-7.3,-4.2,-2.29,99.51,1.53,2.39,2.14,63.81,0.0
2016,1,4,-4.59,-12.99,-8.78,-5.12,100.19,3.82,6.31,1.34,53.5,0.0
2016,1,5,-7.17,-15.73,-11.45,-7.77,100.2,3.77,5.87,1.04,51.0,0.0
2016,1,6,-6.1,-14.85,-10.48,-6.56,100.31,5.27,7.99,1.1,50.88,0.0
2016,1,7,-6.38,-14.88,-10.63,-6.72,100.28,5.48,8.29,1.1,50.94,0.0
2016,1,8,-6.38,-14.7,-10.54,-6.88,99.95,4.3,6.17,1.1,51.69,0.0
2016,1,9,-5.32,-13.1,-9.21,-6.33,99.67,3.7,5.62,1.28,55.88,0.0
2016,1,10,-5.27,-13.2,-9.24,-5.48,100.23,2.6,4.33,1.28,54.19,0.07
2016,1,11,-8.49,-17.15,-12.82,-8.6,100.73,3.73,5.89,0.85,49.75,0.0
2016,1,12,-8.84,-17.86,-13.35,-8.97,100.34,5.47,7.97,0.79,47.31,0.0
2016,1,13,-6.69,-16.84,-11.76,-7.29,99.55,5.68,8.38,0.92,43.25,0.0
2016,1,14,-5.27,-15.1,-10.18,-6.2,99.26,3.91,6.19,1.1,47.0,0.0
2016,1,15,-4.24,-12.75,-8.49,-4.58,99.03,3.27,5.12,1.34,53.06,0.0
2016,1,16,-5.1,-8.81,-6.96,-4.7,99.46,2.95,4.02,1.89,76.94,0.72
2016,1,17,-7.62,-15.85,-11.74,-7.26,99.77,3.83,5.56,1.04,53.06,0.14
2016,1,18,-11.56,-21.27,-16.42,-11.54,99.81,6.42,9.35,0.61,42.06,0.0
2016,1,19,-9.73,-18.41,-14.07,-10.81,100.17,3.12,4.48,0.79,49.25,0.0
2016,1,20,-8.84,-15.59,-12.21,-8.63,100.62,2.3,3.41,1.04,57.81,0.1
2016,1,21,-7.84,-11.95,-9.89,-7.53,100.49,1.92,2.57,1.4,73.44,0.24
2016,1,22,-12.42,-23.04,-17.74,-12.04,101.26,6.53,8.86,0.49,38.44,0.02
2016,1,23,-17.52,-27.68,-22.6,-17.18,101.34,8.42,11.24,0.31,38.06,0.03
2016,1,24,-12.54,-22.44,-17.49,-12.66,100.83,10.34,13.66,0.55,40.06,0.0
2016,1,25,-6.99,-17.26,-12.12,-7.73,100.09,6.21,8.83,0.85,43.06,0.0
2016,1,26,-6.76,-16.15,-11.45,-7.81,99.96,4.62,6.73,0.98,46.38,0.0
2016,1,27,-6.89,-15.18,-11.03,-7.99,99.97,2.81,4.2,1.04,52.44,0.0
2016,1,28,-3.63,-13.1,-8.37,-5.02,100.15,2.25,3.22,1.28,49.06,0.0
2016,1,29,-7.92,-15.32,-11.62,-8.61,100.69,2.52,3.43,1.04,55.56,0.01
2016,1,30,-7.98,-16.18,-12.08,-7.93,100.66,1.78,2.84,0.98,52.12,0.06
2016,1,31,-7.86,-16.7,-12.28,-8.1,100.79,4.55,7.31,0.92,48.5,0.0
2016,2,1,-5.99,-14.77,-10.38,-6.45,100.7,4.73,7.56,1.1,50.5,0.0
2016,2,2,-4.93,-14.17,-9.55,-5.42,100.21,4.18,6.17,1.16,49.44,0.0
2016,2,3,-3.52,-13.42,-8.48,-4.25,99.97,4.16,6.69,1.28,47.88,0.0
2016,2,4,-3.5,-13.53,-8.52,-3.59,100.25,4.31,6.73,1.22,45.81,0.0
2016,2,5,-3.78,-14.2,-8.99,-3.77,100.21,6.53,9.31,1.16,43.5,0.0
2016,2,6,-2.57,-12.24,-7.4,-3.45,100.01,4.05,6.04,1.4,47.88,0.0
2016,2,7,-2.57,-13.01,-7.79,-3.13,99.21,5.04,7.63,1.28,46.38,0.0
2016,2,8,0.16,-10.01,-4.92,-1.06,98.78,4.73,7.05,1.71,48.38,0.0
2016,2,9,0.18,-7.72,-3.77,-0.03,99.39,3.58,5.38,2.08,57.56,0.0
2016,2,10,0.4,-5.2,-2.4,-0.17,99.09,1.73,2.39,2.56,67.69,0.0
2016,2,11,1.38,-0.33,0.52,0.69,98.98,1.27,1.9,3.78,88.38,0.0
2016,2,12,3.13,1.43,2.28,2.23,98.95,1.95,2.94,4.27,88.25,7.38
2016,2,13,-1.26,-11.07,-6.17,-1.25,99.73,8.34,10.98,1.71,48.19,1.8
2016,2,14,-6.05,-17.5,-11.77,-5.42,100.24,8.18,10.87,0.85,37.06,0.0
2016,2,15,-3.92,-14.45,-9.19,-4.06,99.68,6.88,10.16,1.16,42.56,0.0
2016,2,16,-0.68,-10.75,-5.71,-1.18,99.45,6.45,10.04,1.59,46.31,0.0
2016,2,17,0.35,-9.85,-4.75,-0.13,99.38,4.12,6.45,1.77,48.38,0.0
2016,2,18,0.72,-10.81,-5.05,0.11,99.27,5.4,7.72,1.59,42.12,0.0
2016,2,19,-0.28,-11.73,-6.0,-0.24,100.06,4.64,6.67,1.53,42.5,0.0
2016,2,20,-2.95,-15.45,-9.2,-3.1,100.15,4.23,5.5,1.04,37.12,0.0
2016,2,21,-2.26,-11.5,-6.88,-2.57,99.8,3.83,5.59,1.53,49.62,0.0
2016,2,22,-0.92,-11.1,-6.01,-1.08,99.92,4.73,7.0,1.59,51.19,0.0
2016,2,23,-3.57,-15.01,-9.29,-3.07,100.93,4.76,6.78,1.1,40.94,0.0
2016,2,24,-2.86,-14.47,-8.67,-2.74,100.59,3.88,6.16,1.1,42.62,0.0
2016,2,25,-1.07,-12.69,-6.88,-0.98,100.39,2.95,4.8,1.34,41.38,0.0
2016,2,26,0.06,-11.06,-5.49,-0.01,99.7,3.58,5.55,1.59,44.81,0.0
2016,2,27,0.25,-8.55,-4.15,0.72,99.67,3.2,4.62,1.95,54.06,0.56
2016,2,28,-1.08,-12.35,-6.71,-0.74,100.17,5.96,8.15,1.4,44.0,0.02
2016,2,29,-2.1,-12.61,-7.35,-0.84,100.42,3.13,4.74,1.34,45.62,0.0
2016,3,1,2.19,-6.79,-2.3,2.13,99.5,3.12,4.84,2.26,54.88,0.0
2016,3,2,7.28,-4.54,1.37,5.84,98.89,3.69,5.59,2.75,48.19,0.0
2016,3,3,8.14,-2.1,3.02,6.8,98.54,2.31,3.46,3.36,53.56,0.0
2016,3,4,4.1,-0.73,1.69,3.34,99.1,2.81,4.36,3.66,72.25,0.13
2016,3,5,4.4,-11.28,-3.44,3.17,99.23,4.67,7.18,1.53,32.56,0.0
2016,3,6,1.82,-8.74,-3.45,0.12,99.04,2.06,2.88,1.95,45.69,0.0
2016,3,7,2.34,-13.57,-5.61,2.18,99.46,6.34,8.9,1.28,32.12,0.0
2016,3,8,-0.98,-17.98,-9.48,0.05,100.25,5.01,7.27,0.79,25.06,0.0
2016,3,9,-1.88,-16.87,-9.38,-1.08,100.47,5.07,7.59,0.92,30.62,0.0
2016,3,10,-1.07,-14.96,-8.02,-0.35,100.22,5.0,7.12,1.1,34.31,0.0
2016,3,11,-0.39,-13.35,-6.87,0.48,99.6,3.62,5.47,1.28,38.75,0.0
2016,3,12,1.58,-9.62,-4.02,1.15,99.0,2.83,4.11,1.77,45.0,0.0
2016,3,13,3.4,-11.96,-4.28,3.02,99.64,4.84,6.74,1.46,33.12,0.0
2016,3,14,5.67,-8.6,-1.47,5.87,99.47,3.74,5.72,1.95,39.25,0.0
2016,3,15,5.24,-4.86,0.19,3.76,99.04,2.59,3.75,2.69,49.31,0.0
2016,3,16,7.8,-1.38,3.21,7.08,98.87,3.23,4.69,3.48,55.75,0.0
2016,3,17,9.83,0.68,5.26,8.9,98.44,2.62,3.66,4.09,56.44,0.0
2016,3,18,10.98,-4.67,3.15,11.13,98.59,3.56,5.67,2.75,38.12,0.0
2016,3,19,7.3,-3.53,1.88,7.83,99.55,3.04,4.34,2.93,48.56,0.0
2016,3,20,9.05,-2.95,3.05,9.48,99.85,2.52,3.8,3.05,47.06,0.0
2016,3,21,10.67,-0.91,4.88,9.98,99.46,3.13,4.41,3.6,48.88,0.01
2016,3,22,8.5,-1.02,3.74,8.48,99.62,3.78,5.81,3.6,52.69,0.02
2016,3,23,5.37,-9.78,-2.21,6.09,100.42,4.36,6.73,1.77,35.25,0.0
2016,3,24,5.69,-10.85,-2.58,5.94,100.41,3.35,5.3,1.59,31.56,0.0
2016,3,25,6.05,-9.56,-1.76,6.78,100.11,2.81,4.61,1.77,34.25,0.0
2016,3,26,9.1,-8.49,0.31,9.44,99.75,4.71,7.05,1.95,30.38,0.0
2016,3,27,11.08,-8.24,1.43,11.63,99.14,4.77,6.88,2.08,28.38,0.0
2016,3,28,13.4,-4.56,4.42,13.32,98.46,4.04,6.04,2.75,31.75,0.0
2016,3,29,11.42,-6.45,2.49,11.9,98.94,5.17,7.92,2.38,31.62,0.0
2016,3,30,11.15,-5.46,2.84,11.69,98.96,4.2,6.23,2.56,34.88,0.0
2016,3,31,12.63,1.18,6.9,12.37,98.05,3.96,5.91,4.27,48.88,0.07
2016,4,1,13.93,-1.02,6.45,14.48,98.26,5.57,8.01,3.78,41.94,0.2
2016,4,2,11.09,-6.27,2.41,12.19,99.35,4.11,6.27,2.5,35.12,0.15
2016,4,3,10.78,-9.15,0.81,12.55,99.39,3.04,4.97,1.89,26.94,0.0
2016,4,4,12.27,-4.38,3.94,13.18,98.53,2.97,4.69,2.87,35.94,0.0
2016,4,5,13.13,-1.74,5.69,14.12,98.56,4.01,5.95,3.48,38.81,0.02
2016,4,6,12.48,2.62,7.55,12.47,98.23,3.12,4.27,4.88,51.94,0.02
2016,4,7,14.42,-6.16,4.13,15.28,98.52,5.96,8.74,2.44,26.94,0.0
2016,4,8,13.74,-10.45,1.65,14.49,98.69,5.33,8.23,1.71,20.56,0.0
2016,4,9,13.64,-5.89,3.87,15.08,98.44,4.59,6.22,2.5,28.44,0.0
2016,4,10,10.83,-8.75,1.05,12.11,99.09,3.91,5.12,1.95,27.38,0.0
2016,4,11,9.6,-5.5,2.05,10.48,99.02,3.85,4.88,2.56,36.88,0.14
2016,4,12,11.3,3.37,7.33,13.21,98.01,1.84,2.88,5.0,62.38,3.34
2016,4,13,15.01,-2.9,6.05,15.56,97.78,5.12,7.71,3.3,39.62,0.07
2016,4,14,13.88,-4.09,4.9,15.57,98.8,4.59,6.46,2.87,31.75,0.0
2016,4,15,13.68,3.37,8.53,14.79,98.52,3.41,4.54,5.13,53.88,4.42
2016,4,16,13.79,-2.42,5.69,14.32,98.29,6.54,9.31,3.36,35.94,1.47
2016,4,17,11.69,-5.77,2.96,12.58,98.39,5.91,8.57,2.5,32.06,0.06
2016,4,18,11.89,-5.83,3.03,13.05,98.6,4.44,6.5,2.5,32.38,0.01
2016,4,19,11.34,1.12,6.23,11.08,98.92,3.3,4.51,4.33,51.94,0.13
2016,4,20,16.44,0.76,8.6,18.0,98.54,2.95,4.72,4.15,44.75,0.0
2016,4,21,19.92,-4.76,7.58,20.55,97.75,6.34,8.84,2.81,22.56,0.0
2016,4,22,16.44,-11.38,2.54,17.34,98.31,6.19,9.33,1.53,14.88,0.0
2016,4,23,14.1,-9.54,2.28,15.94,98.75,4.29,6.12,1.83,20.69,0.0
2016,4,24,17.3,1.6,9.45,17.79,98.34,4.38,5.89,4.52,37.31,0.0
2016,4,25,19.28,5.54,12.41,20.58,98.57,4.2,5.47,5.8,45.19,0.0
2016,4,26,16.49,1.84,9.16,18.3,98.94,2.97,4.12,4.39,38.31,0.0
2016,4,27,15.12,3.65,9.38,15.58,98.81,1.65,2.54,5.07,47.62,1.85
2016,4,28,18.81,4.26,11.54,20.44,98.78,4.18,5.94,5.31,43.0,0.42
2016,4,29,19.44,4.01,11.73,20.94,98.06,4.03,5.32,5.19,40.5,0.0
2016,4,30,22.53,2.32,12.42,23.84,97.62,4.48,6.3,4.76,30.31,0.0
2016,5,1,23.67,8.51,16.09,25.23,97.38,4.16,5.61,7.14,43.12,0.0
2016,5,2,14.78,5.98,10.37,15.01,98.19,7.05,9.52,5.98,56.12,11.41
2016,5,3,17.06,-4.33,6.37,17.5,97.57,8.12,11.82,2.87,28.06,0.0
2016,5,4,19.3,-2.31,8.49,20.09,97.86,3.73,5.51,3.42,27.5,0.06
2016,5,5,19.73,0.4,10.07,21.21,97.91,3.92,6.32,4.27,32.88,0.18
2016,5,6,17.41,-5.17,6.12,18.46,98.5,7.47,10.75,2.62,22.44,0.0
2016,5,7,17.62,-6.7,5.46,19.55,99.06,3.99,5.98,2.32,21.81,0.0
2016,5,8,19.01,2.42,10.72,20.08,98.57,3.89,5.16,4.76,37.19,0.0
2016,5,9,17.05,6.74,11.9,17.7,98.57,2.77,3.67,6.29,53.5,1.46
2016,5,10,20.0,4.26,12.13,22.03,98.29,3.45,5.15,5.31,41.0,0.0
2016,5,11,22.32,11.35,16.83,23.28,97.42,4.39,6.18,8.85,53.25,1.19
2016,5,12,16.65,2.41,9.53,16.36,98.32,6.63,8.91,5.31,44.25,5.44
2016,5,13,17.44,-2.62,7.41,17.69,99.29,4.59,6.28,3.17,28.0,0.06
2016,5,14,13.69,7.77,10.73,14.44,98.93,3.44,4.52,6.71,68.94,8.22
2016,5,15,17.17,-3.15,7.01,18.13,98.64,5.25,7.59,3.3,31.81,0.0
2016,5,16,21.55,-1.17,10.19,22.63,98.16,4.7,7.3,3.6,26.06,0.0
2016,5,17,23.11,1.37,12.24,23.94,98.27,4.3,6.38,4.33,28.44,0.0
2016,5,18,22.73,9.05,15.89,23.34,98.62,3.57,4.66,7.39,43.88,0.0
2016,5,19,22.24,6.74,14.49,23.32,98.78,3.45,4.61,6.41,42.62,0.0
2016,5,20,20.95,4.67,12.81,22.19,98.98,2.88,3.71,5.43,38.0,0.0
2016,5,21,21.78,4.2,12.99,23.2,99.25,3.3,4.46,5.19,34.81,0.0
2016,5,22,22.82,3.55,13.19,24.19,99.08,3.19,4.37,5.0,30.38,0.0
2016,5,23,18.53,7.76,13.15,18.75,98.39,2.89,3.98,6.71,50.81,3.03
2016,5,24,20.44,2.48,11.46,21.91,97.66,4.72,6.72,4.76,38.69,1.52
2016,5,25,20.59,3.13,11.87,21.4,97.85,4.24,6.55,5.0,36.81,0.31
2016,5,26,22.06,0.16,11.12,23.42,98.25,4.34,6.35,4.03,27.81,0.04
2016,5,27,22.58,-1.33,10.62,22.98,98.32,4.29,5.99,3.54,22.88,0.0
2016,5,28,23.33,2.64,12.99,24.83,97.92,3.82,5.23,4.76,29.5,0.0
2016,5,29,24.15,-2.23,10.97,26.58,98.05,3.46,5.25,3.54,22.06,0.0
2016,5,30,27.4,5.28,16.34,29.2,97.62,2.78,4.01,5.74,27.81,0.0
2016,5,31,22.46,4.67,13.56,23.35,98.36,3.62,4.92,5.49,32.62,0.07
2016,6,1,24.02,6.71,15.37,26.08,98.56,2.79,3.9,6.23,34.62,0.06
2016,6,2,25.08,2.74,13.91,26.69,98.32,3.9,5.34,4.82,27.31,0.0
2016,6,3,23.4,2.48,12.94,23.3,98.06,2.01,2.57,4.7,26.44,0.0
2016,6,4,24.02,7.3,15.66,25.25,98.08,2.27,3.2,6.53,35.75,0.0
2016,6,5,23.69,8.72,16.2,25.98,98.39,2.7,3.66,7.14,42.25,0.0
2016,6,6,24.46,10.4,17.43,26.58,98.33,2.52,3.13,8.0,44.0,0.17
2016,6,7,20.75,13.56,17.15,22.6,98.56,3.41,4.38,9.89,65.44,8.0
2016,6,8,24.67,11.48,18.07,26.56,98.16,2.9,3.96,8.67,49.44,0.0
2016,6,9,25.64,12.67,19.15,26.37,97.84,4.48,6.23,9.4,48.94,4.18
2016,6,10,26.17,12.36,19.26,27.45,97.66,3.3,4.88,9.58,49.75,9.61
2016,6,11,24.62,8.4,16.51,26.17,98.09,4.2,6.07,7.08,39.06,0.12
2016,6,12,24.42,11.0,17.71,25.7,98.0,2.53,3.62,8.48,47.06,0.44
2016,6,13,21.17,14.66,17.91,21.98,97.68,2.55,3.28,10.68,67.62,14.45
2016,6,14,18.61,14.14,16.37,19.51,97.43,3.49,4.7,10.38,76.31,10.01
2016,6,15,24.2,10.08,17.14,25.04,97.59,3.62,5.12,8.0,47.25,0.23
2016,6,16,26.83,9.76,18.3,27.75,97.22,3.62,5.3,7.81,39.31,0.03
2016,6,17,25.28,12.82,19.05,26.12,97.26,3.83,5.3,9.64,49.12,1.36
2016,6,18,26.1,13.92,20.01,27.67,97.84,2.52,3.62,10.25,53.56,0.03
2016,6,19,27.83,10.94,19.38,28.7,97.89,3.44,5.02,8.48,39.0,0.0
2016,6,20,27.29,17.58,22.44,28.51,97.61,2.29,3.07,12.94,58.0,1.9
2016,6,21,27.21,19.26,23.24,28.11,97.59,2.22,3.05,14.4,64.81,2.38
2016,6,22,28.75,18.56,23.65,30.24,97.56,2.55,3.66,13.85,60.69,0.27
2016,6,23,26.17,12.58,19.37,26.62,97.76,2.27,3.32,9.7,47.69,0.08
2016,6,24,26.37,5.44,15.9,27.48,97.94,5.6,8.23,5.8,29.06,0.01
2016,6,25,29.14,7.46,18.3,30.0,98.08,3.95,5.45,6.71,28.94,0.0
2016,6,26,28.32,9.52,18.92,28.34,98.0,3.14,5.02,7.63,33.19,0.0
2016,6,27,25.48,14.77,20.12,25.9,97.74,1.9,2.79,10.99,55.0,23.91
2016,6,28,20.83,18.16,19.5,21.27,97.89,3.06,4.27,13.37,85.31,9.35
2016,6,29,24.66,17.11,20.89,25.77,97.78,1.53,2.26,12.57,68.0,5.66
2016,6,30,26.54,16.74,21.64,27.72,97.75,1.86,2.7,12.33,59.81,1.33
2016,7,1,25.83,12.3,19.06,27.49,97.82,2.64,4.06,9.22,46.62,0.11
2016,7,2,26.98,12.09,19.53,28.49,97.88,2.86,4.29,9.16,44.31,0.17
2016,7,3,26.62,16.92,21.77,27.08,98.06,2.62,3.65,12.33,57.38,1.75
2016,7,4,25.42,18.39,21.9,26.35,98.24,2.39,3.27,13.49,66.81,0.62
2016,7,5,26.37,15.76,21.07,27.78,98.45,2.3,3.17,11.41,54.69,0.0
2016,7,6,26.74,14.12,20.43,28.03,98.56,2.83,3.88,10.25,49.81,0.0
2016,7,7,27.01,16.39,21.7,28.16,98.5,2.54,3.46,11.9,54.56,0.0
2016,7,8,27.44,19.15,23.3,28.75,98.28,2.46,3.44,14.16,62.44,0.0
2016,7,9,29.59,20.16,24.88,31.14,97.93,2.58,3.59,15.14,59.19,0.0
2016,7,10,30.55,19.35,24.95,32.02,97.67,3.21,4.47,14.47,54.44,0.0
2016,7,11,30.01,19.25,24.63,30.87,97.44,3.57,5.34,14.34,54.19,0.0
2016,7,12,27.21,19.6,23.4,27.49,97.51,1.33,1.76,14.71,64.06,12.46
2016,7,13,28.71,16.44,22.58,30.44,97.85,2.35,3.77,12.02,51.56,0.01
2016,7,14,27.0,15.66,21.33,27.12,98.08,1.85,2.62,11.41,51.62,0.97
2016,7,15,23.23,17.07,20.15,24.38,97.81,2.09,2.76,12.45,69.75,5.5
2016,7,16,23.8,15.3,19.55,25.15,97.74,1.59,2.0,11.17,61.56,1.23
2016,7,17,25.46,16.69,21.08,26.93,98.08,1.99,2.89,12.15,60.44,0.11
2016,7,18,25.59,17.37,21.48,26.31,98.17,2.27,3.16,12.7,61.94,0.24
2016,7,19,22.12,19.95,21.04,22.08,98.18,2.66,3.92,14.95,87.56,33.04
2016,7,20,21.79,20.75,21.26,21.56,97.75,6.41,8.75,15.75,93.75,152.23
2016,7,21,24.27,22.15,23.21,24.7,97.47,2.66,3.68,17.27,88.5,21.75
2016,7,22,25.88,23.82,24.85,26.11,97.51,2.2,3.31,19.04,88.94,2.35
2016,7,23,27.77,25.4,26.59,27.97,97.57,2.32,3.45,21.0,87.69,10.56
2016,7,24,28.39,25.74,27.06,28.6,97.87,1.93,3.02,21.3,86.44,7.47
2016,7,25,26.79,24.82,25.8,26.51,97.64,3.27,5.14,20.32,89.25,18.7
2016,7,26,26.51,20.62,23.57,26.33,97.81,2.09,3.29,15.62,71.88,0.02
2016,7,27,27.06,21.39,24.23,26.74,97.6,2.27,3.6,16.54,72.81,9.81
2016,7,28,27.06,23.46,25.26,27.05,97.56,1.6,2.12,18.62,81.62,7.09
2016,7,29,27.15,24.07,25.61,27.28,97.94,2.02,2.97,19.29,83.94,0.0
2016,7,30,25.87,24.38,25.12,25.99,98.24,1.92,2.93,19.59,91.62,5.7
2016,7,31,25.67,24.06,24.87,25.8,98.25,2.4,3.58,19.17,91.06,2.38
2016,8,1,25.76,23.05,24.4,25.65,98.37,2.02,2.72,18.01,85.5,3.65
2016,8,2,26.68,21.86,24.26,26.5,98.45,2.39,3.55,16.72,76.06,0.14
2016,8,3,28.13,22.33,25.23,27.73,98.43,1.62,2.14,17.27,71.62,0.0
2016,8,4,27.59,23.15,25.37,27.65,98.44,1.66,2.3,18.13,77.5,0.0
2016,8,5,26.36,22.37,24.37,26.12,98.4,1.61,2.14,17.27,79.12,0.0
2016,8,6,27.37,23.29,25.33,27.24,98.02,1.95,2.73,18.37,79.12,1.26
2016,8,7,24.31,20.38,22.35,23.83,98.27,2.82,4.02,15.38,79.75,14.86
2016,8,8,24.95,19.66,22.3,24.5,98.43,2.37,3.16,14.59,73.62,0.15
2016,8,9,25.61,20.29,22.94,25.47,98.24,1.98,2.7,15.26,74.06,0.25
2016,8,10,27.5,23.59,25.55,27.45,98.06,2.95,4.52,18.68,80.19,0.0
2016,8,11,28.55,24.0,26.27,28.56,98.05,2.21,3.39,19.17,77.5,0.33
2016,8,12,27.57,23.83,25.7,27.38,97.95,1.98,2.73,19.04,80.5,33.87
2016,8,13,25.54,19.22,22.37,25.07,97.97,2.56,4.08,14.34,71.12,4.34
2016,8,14,25.05,16.35,20.7,24.08,98.07,3.05,4.5,11.96,60.69,0.52
2016,8,15,22.25,18.24,20.24,21.91,98.22,2.06,2.96,13.37,78.56,7.27
2016,8,16,23.9,19.21,21.55,23.58,97.95,2.3,3.25,14.34,75.94,0.01
2016,8,17,24.03,21.1,22.56,23.74,97.83,1.6,2.27,16.05,84.12,0.85
2016,8,18,22.41,21.43,21.92,22.44,97.61,3.15,4.63,16.42,94.12,26.06
2016,8,19,24.9,21.06,22.98,24.62,98.04,2.94,4.28,15.99,80.06,0.53
2016,8,20,24.65,20.62,22.63,24.78,98.31,2.12,3.0,15.5,79.0,0.03
2016,8,21,25.75,21.04,23.39,25.61,98.36,2.2,3.11,15.93,76.25,0.11
2016,8,22,25.27,19.16,22.22,24.53,98.54,2.23,3.29,14.16,69.88,0.0
2016,8,23,24.23,20.54,22.38,23.9,98.14,1.79,2.55,15.5,80.38,1.13
2016,8,24,25.84,22.16,24.0,26.04,97.85,1.74,2.56,17.21,81.25,6.78
2016,8,25,23.26,14.83,19.05,22.63,98.51,4.71,6.91,10.99,61.75,0.7
2016,8,26,20.88,10.16,15.52,20.43,99.0,2.54,4.1,7.87,52.44,0.0
2016,8,27,21.86,10.99,16.42,21.55,98.63,3.59,5.82,8.36,53.25,0.0
2016,8,28,22.26,10.32,16.3,22.08,98.56,3.73,5.65,8.0,49.38,0.02
2016,8,29,22.52,13.21,17.87,22.17,98.57,2.84,4.24,9.77,57.56,0.0
